"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"AC010615.4","AC010615.4","grey","grey",0.186020177807837,0.170667185894526,0.0968919565115957,0.202580167923024,0.156506884438268,0.157053699644658,0.182428645124784,0.123705036954852,0.0236544704796902
"ZNF429","ZNF429","grey","grey",0.127145605443268,0.11345980958039,0.0911290161819709,0.122045666159207,0.0985532097973711,0.107420734641683,0.112631334203506,0.0907782094014085,0.0374463325321625
"AC123912.1","AC123912.1","oligo2","blue",0.0824339298549057,0.07395087360332,0.0804706096105057,0.0543297825802523,0.0536483896116775,0.078402657941545,0.053166308172331,0.0880315729120942,0.0361483133298687
"ZNF100","ZNF100","grey","grey",0.111761897144921,0.106774275167018,0.0808252925748912,0.0969354147077453,0.0846403771259283,0.0996491505546822,0.0929645990454816,0.0991323916731438,0.0261785777866089
"ZNF43","ZNF43","grey","grey",0.117188333420554,0.106293336892296,0.072061873309741,0.11385034598441,0.090511509186898,0.093250692450955,0.0958123601880886,0.0826568768397795,0.0299155965443788
"ZNF208","ZNF208","oligo5","black",0.184787648097425,0.173662978779658,0.130830643572714,0.171782799176474,0.133242021634306,0.198575894599182,0.178242340204576,0.169555971903984,0.0347091438549615
"ZNF91","ZNF91","grey","grey",0.219265212764582,0.205100215644586,0.113720239273002,0.219373386213323,0.172397591223813,0.197401243926049,0.195829295123647,0.175326555699331,0.052348439021437
"ZNF675","ZNF675","grey","grey",0.106790211498993,0.0887204629166572,0.058235331170002,0.116561513325516,0.0840672057577753,0.0799390908675828,0.0940188433867953,0.0587127664123525,0.017422512605483
"ZNF254","ZNF254","grey","grey",0.200979946718173,0.189028479122449,0.103808589510391,0.20315254758908,0.156461876421594,0.174853828806467,0.17748825629631,0.153334250386091,0.0297094539606777
"LINC00662","LINC00662","grey","grey",0.146021519656271,0.123887598679183,0.0602499453512781,0.159082357878849,0.11225940599702,0.128030581470578,0.129272029894004,0.099172806499026,0.0196906833831738
"AC006504.5","AC006504.5","grey","grey",0.107515047897491,0.0992780204962811,0.0581644167261861,0.0991385378533511,0.0751458346429697,0.0985515993197178,0.0919038821399933,0.089751503409154,0.0316990207798796
"VSTM2B","VSTM2B","oligo6","red",0.196712978540194,0.184531799685562,0.120383067016726,0.218734148503156,0.170613812819005,0.156640299386598,0.263723234861316,0.142283897674412,0.0197542348887307
"C19orf12","C19orf12","oligo1","brown",0.0880818203191551,0.100184508302394,0.0516626260955372,0.0873705068921897,0.0797714686214878,0.0710609962331139,0.083558922143462,0.0634886079625595,0.0181137674913489
"URI1","URI1","grey","grey",0.234334700392203,0.209870806129469,0.160406877717379,0.224112435571581,0.175382485142624,0.195114296561509,0.191637108398573,0.169982219496464,0.037133509961769
"ZNF536","ZNF536","oligo1","brown",0.502833478692657,0.521254319931876,0.280876232513456,0.490667291397603,0.398499381118793,0.498623776071887,0.438618460358326,0.469242163089483,0.0764067707822586
"ZNF507","ZNF507","grey","grey",0.152187765770769,0.139774535188202,0.0951581826637179,0.148297165180873,0.117201049158428,0.128910852956725,0.128911202296766,0.114719973296286,0.0252905508079448
"DPY19L3","DPY19L3","grey","grey",0.117632727539573,0.109655994058143,0.0844547189405565,0.103501910584593,0.0900953689259415,0.105556581064485,0.0883988495731419,0.10594767836253,0.0245686842348593
"PDCD5","PDCD5","grey","grey",0.0629907025292843,0.0556508207984165,0.0520203580874733,0.0502365277351196,0.0425676170477943,0.0532628057516874,0.0397993647868101,0.0516082335667619,0.0137873390823796
"ANKRD27","ANKRD27","grey","grey",0.0982196565060908,0.0960503255405076,0.0562362987097255,0.0980673607655682,0.0812339363254433,0.0737200572708893,0.0850988068517327,0.064292655703947,0.0196524283919217
"CEP89","CEP89","grey","grey",0.0961630899357431,0.0854800594615645,0.044444191476484,0.0907796160313864,0.0800009415322048,0.0851237077905829,0.0658959540506791,0.0728852557673112,0.0214337741529189
"PEPD","PEPD","grey","grey",0.133071946819624,0.110345987958254,0.107566042366777,0.131112016611421,0.0937338683586827,0.0989550167869389,0.0998823200643699,0.0809009746753401,0.0241735301103524
"LSM14A","LSM14A","oligo1","brown",0.21071572890164,0.222668650964125,0.126732289953653,0.206853241276812,0.176009767332534,0.188639387321187,0.179061541473752,0.168688469418758,0.0365515630552513
"KIAA0355","KIAA0355","grey","grey",0.183140405497226,0.180654155332715,0.116952298943888,0.179381633952495,0.142601956323985,0.159335284816634,0.17711396493465,0.144282110718551,0.0323705104257626
"GPI","GPI","oligo3","turquoise",0.2010833434375,0.187819996834075,0.0630573672727961,0.240054160267776,0.174336830487668,0.162784639938382,0.171676814100131,0.12593784705465,0.0313733219146272
"UBA2","UBA2","grey","grey",0.173021217128162,0.155191367919631,0.117672983469637,0.168664038021685,0.131839008782385,0.13839627692896,0.131935477561262,0.115593171087369,0.0315112164510086
"SCGB2B2","SCGB2B2","grey","grey",0.211169441186061,0.193323235261365,0.14375021258112,0.198253372897407,0.156146979537029,0.203587928167886,0.201954336635824,0.194317604238878,0.0182500883967397
"ZNF302","ZNF302","oligo2","blue",0.159164462149248,0.124534482482922,0.198119962214011,0.130391957944101,0.091736572001365,0.122851802505344,0.112198074790688,0.112005554836258,0.0410815090524868
"ZNF30","ZNF30","grey","grey",0.0881911369671421,0.0744169531616146,0.0638962684098572,0.083888470390544,0.0639747047786726,0.0673340224867677,0.066239308167966,0.0570121568630923,0.0172291900458497
"GRAMD1A","GRAMD1A","grey","grey",0.0915690140985505,0.0822715484102699,0.0607583645883499,0.0976561731819611,0.0655567678892946,0.0630847595643004,0.0722283877736012,0.0507958074689188,0.0177055446205464
"SCN1B","SCN1B","grey","grey",0.0640400729298574,0.0538101318821226,0.0894965555878418,0.0553587066727428,0.0414132855186197,0.0374525095911038,0.0422335043450915,0.0363174887468947,0.0357080207464633
"HPN","HPN","grey","grey",0.137903728293565,0.132811596229785,0.0991106525253326,0.130206791609925,0.107475451808007,0.109559645026552,0.122586200510972,0.0998133955384451,0.0212843324659495
"HPN-AS1","HPN-AS1","oligo3","turquoise",0.223628555109887,0.207466205761622,0.0890553497944427,0.251184184327346,0.183305783226079,0.208049358698465,0.185197956558836,0.176205983576291,0.0159894969034761
"LGI4","LGI4","oligo1","brown",0.0465617226263261,0.0495197645463359,0.0472235951075938,0.0445186166479859,0.0392182052245727,0.0230150705106089,0.0441831637598187,0.0141468991872032,0.034223087175493
"USF2","USF2","grey","grey",0.101247272618381,0.0903851567419788,0.1036834004401,0.0917938860686774,0.0705853411587793,0.0772850268498914,0.0746156267534776,0.0733261064678636,0.0230021994772205
"MAG","MAG","oligo2","blue",0.318687661053449,0.281549196463698,0.493791690397742,0.24446464753247,0.191361629472883,0.253220739662839,0.264114749166454,0.271707486000276,0.0234411259494029
"CD22","CD22","oligo4","pink",0.236451441764486,0.241314131435296,0.0703541103851054,0.276809456548531,0.287231206982882,0.19501934007857,0.223190494266424,0.150545195186851,0.0376124850974444
"COX6B1","COX6B1","grey","grey",0.0721435991660078,0.0562178207987338,0.0856912773814757,0.0640471277136558,0.0462127646598233,0.0446170680502925,0.0559924035231699,0.0357561555954048,0.0125982408382021
"KMT2B","KMT2B","grey","grey",0.0809519835056003,0.068904735384287,0.052590758969962,0.0793787386346765,0.0629195988444759,0.0649760889269038,0.0604327665555362,0.050924667062673,0.0205152473524618
"ARHGAP33","ARHGAP33","grey","grey",0.098676594484513,0.0938416465871776,0.0740022722559191,0.103824449149028,0.0780164584297892,0.0825577628513866,0.110748334685047,0.0671225985683698,0.00119369920428181
"APLP1","APLP1","oligo2","blue",0.357915104172229,0.308560143071127,0.529762820559971,0.294069415589866,0.214310082061802,0.27368821034878,0.286806765472771,0.273138309392164,0.0190295023618032
"CLIP3","CLIP3","grey","grey",0.0795745321406321,0.0631209691659893,0.0964092091836758,0.0675421390326063,0.0488780652426606,0.058263191824571,0.0550285862350844,0.0489901615398842,0.032479152528633
"TBCB","TBCB","oligo2","blue",0.153611912288801,0.130672817932478,0.226257471452104,0.126050868960186,0.100941846732504,0.105062110254858,0.114124076594298,0.104774418462716,0.0114131579434186
"CAPNS1","CAPNS1","oligo2","blue",0.0725582546124617,0.0676038208574669,0.124323242323019,0.0493921465770042,0.0470677420333311,0.0561651177946247,0.0486757536645187,0.0598269568428413,0.0249670717672061
"ZNF565","ZNF565","grey","grey",0.226401258635108,0.181621531327684,0.251345666886438,0.196331200624737,0.145192159775876,0.155987275221928,0.16556788670533,0.148641524118422,0.0391656733793727
"ZNF146","ZNF146","oligo3","turquoise",0.258348092264024,0.231532540424033,0.13612168618416,0.281797294706365,0.213178362673948,0.216297970423975,0.235481915874901,0.189117595412921,0.0381697707180536
"LINC00665","LINC00665","grey","grey",0.0756146339757712,0.0620682389743928,0.0697714715883193,0.0663076123105337,0.0485929239108512,0.0562268673564001,0.0492943364977942,0.0502666595649811,0.0108037736613234
"ZFP14","ZFP14","grey","grey",0.180025135347512,0.155192959237202,0.111910782775631,0.178774293188081,0.128592724060671,0.14759631828836,0.144369245933427,0.133457287120333,0.02391820458384
"ZFP82","ZFP82","grey","grey",0.118304155995091,0.104705228738541,0.0759842595182615,0.115223703572409,0.0888122709406045,0.100052236205102,0.0942896042443712,0.0856074536685753,0.0158547284599347
"ZNF566","ZNF566","grey","grey",0.114110405402764,0.101116155274782,0.0749837720812332,0.112975831971574,0.0828712173397838,0.0916369642060646,0.0865975078524118,0.0762324473366781,0.0156409720907539
"ZNF260","ZNF260","grey","grey",0.113958490881095,0.0946354720410398,0.0945451211040324,0.106383718762217,0.0714923173463143,0.0869514885851791,0.0824299441363078,0.075496566812166,0.0059513203201736
"ZNF529","ZNF529","grey","grey",0.172286019211119,0.151205956466292,0.137161671740933,0.167889495996905,0.122428102197724,0.139869468855351,0.153629813437139,0.126277558079505,0.0338218122646235
"ZNF529-AS1","ZNF529-AS1","grey","grey",0.0922208379857181,0.0835467983698887,0.0768803414007154,0.0851528844973711,0.0660254706826699,0.0782764236736824,0.0808963752196716,0.0687152935241341,0.0107031327725965
"ZNF382","ZNF382","grey","grey",0.0938995190332072,0.0853501872978935,0.0600872899211724,0.0925189517010549,0.0726629406528158,0.0775089721504897,0.0862425152097082,0.0655345444397551,0.0258420860219195
"ZNF461","ZNF461","grey","grey",0.0860521088277731,0.0880844250241847,0.0560000220549249,0.0770840081216458,0.0631497057253028,0.0785871275444626,0.0691576614396829,0.0744033578252151,0.0238800479649505
"ZNF567","ZNF567","grey","grey",0.0761641733499089,0.0689495465578459,0.0567018784219829,0.0708159459631331,0.0557938238407018,0.0592736312620895,0.0614033755544868,0.0532053766706831,0.0145967583152825
"AC020928.1","AC020928.1","grey","grey",0.10282609748505,0.102027772059663,0.0839364372222373,0.0820650186109082,0.0754936641911213,0.0969841936775311,0.088271463971041,0.100289093295593,0.0284906043350319
"ZNF790","ZNF790","grey","grey",0.115086816862074,0.0965561006578848,0.0858617814654708,0.107704360219025,0.0775508461332326,0.0863190287083044,0.0858957944313928,0.0740908610706681,0.0173544258311003
"ZNF345","ZNF345","oligo3","turquoise",0.147728181068854,0.128150788375398,0.0684284513318915,0.167656141508873,0.10919344621947,0.119546440849635,0.134149448694878,0.0903203762805457,0.0194450530343163
"ZNF568","ZNF568","grey","grey",0.138072571471229,0.118309255443878,0.0854586041961712,0.132670541186086,0.092892586490689,0.11838480894667,0.104900657762504,0.0965345633901577,0.0188823957308463
"ZNF420","ZNF420","grey","grey",0.110144278595147,0.0918988458055079,0.0749686815192651,0.105252694938725,0.0758706063315971,0.0936613962861773,0.0847214637078099,0.0795516630405953,0.0166406649995022
"ZNF383","ZNF383","grey","grey",0.100035200196269,0.0982496830675525,0.05593596931811,0.0916762405549113,0.0812086964526064,0.0828562367572882,0.0764913974503061,0.0710297499055343,0.0107040264469106
"LINC01535","LINC01535","grey","grey",0.095394273694593,0.0792767395852731,0.106218095527156,0.0810548357392935,0.0592197167817306,0.0796105138076134,0.0686965409806889,0.0706116895698135,0.0200002594419101
"HKR1","HKR1","grey","grey",0.143034817386794,0.129119068762846,0.0985223345546485,0.128431327737398,0.10516191246819,0.121645717893779,0.121185167958407,0.113763796648828,0.0191347005193388
"ZNF569","ZNF569","grey","grey",0.127116381407521,0.11303420677632,0.0836952689721117,0.127170673027832,0.0957238173853336,0.106985724440909,0.107426269424799,0.0917479465971471,0.0296283827705771
"ZNF793","ZNF793","grey","grey",0.115813512657853,0.105373417312,0.0838320729463691,0.103370569933002,0.082374667485546,0.101802341199618,0.0940619485303165,0.089585851456445,0.0229020032600881
"ZNF540","ZNF540","grey","grey",0.116801616847373,0.0929905916636033,0.0989598138273099,0.110773897478758,0.0764040806038127,0.0910899139407303,0.0941728775085559,0.0776743167904311,0.0235515269957811
"ZNF571","ZNF571","grey","grey",0.129696641002178,0.105950755441732,0.0825333694192416,0.123839875362289,0.0822658203741986,0.110346731132196,0.0985376014743256,0.0951049629256568,0.0213977894934824
"ZFP30","ZFP30","grey","grey",0.126554079936915,0.114860117783269,0.0800913191612701,0.125181996078561,0.0968283393835287,0.108581659989551,0.106898764994651,0.0900774111585323,0.0240344078934859
"ZNF573","ZNF573","grey","grey",0.125640801095448,0.117707491573577,0.0728375980156231,0.116484895382301,0.0901700197154303,0.107225402980336,0.0929892554951,0.0955280085925938,0.0133046562207241
"SIPA1L3","SIPA1L3","oligo3","turquoise",0.190115003378206,0.187787781463902,0.0726415344932106,0.210222401974224,0.168032661377847,0.162571713335308,0.149546627455167,0.13964011415077,0.0364071202648341
"SPINT2","SPINT2","oligo2","blue",0.0968693148415654,0.0736059530398289,0.14662680245299,0.0688314549928567,0.0536214992353406,0.058280683192046,0.0663751413767424,0.0697612979694594,0.0326868397031043
"PPP1R14A","PPP1R14A","grey","grey",0.227954963372475,0.190438072839713,0.316934458199149,0.182462263411703,0.136830774235557,0.173420488477102,0.199891356408172,0.175287340356085,0.0153484713633745
"YIF1B","YIF1B","grey","grey",0.0706623245882314,0.0700561876593893,0.0793799152540608,0.0550683916922789,0.0522155797703501,0.0521620682753203,0.0538469026453856,0.0518138738766582,0.016570751150452
"CATSPERG","CATSPERG","oligo4","pink",0.0934294692699177,0.100673177741355,0.0245798824020318,0.103135685964899,0.128867596458237,0.0719967273701855,0.0843431248783027,0.051191091504813,0.0292795800460179
"PSMD8","PSMD8","oligo2","blue",0.0721343236575959,0.048123931614368,0.134815887665613,0.0469348980106942,0.0296517926169271,0.0421279480848602,0.0370223827365196,0.0427171111942816,0.0174513537733914
"EIF3K","EIF3K","grey","grey",0.10866136243531,0.1016190796838,0.0708926908608183,0.099726086992833,0.0861962778428922,0.0921123368459522,0.0860865024751387,0.0834890402381327,0.0283737220863012
"ACTN4","ACTN4","oligo4","pink",0.242754944874363,0.243443702890727,0.168237000736187,0.241295833235731,0.260215851814403,0.205632630316046,0.209632559298649,0.182351807766307,0.0386586144338113
"HNRNPL","HNRNPL","grey","grey",0.135675448820182,0.126397490376313,0.0694510971161696,0.138798634156758,0.105005168315096,0.101975769082188,0.112738958532288,0.0886671448316007,0.0188511060855214
"SIRT2","SIRT2","grey","grey",0.252739696551322,0.229729043802208,0.257147497031757,0.22302363398776,0.182256394141143,0.195128542946582,0.224315457950982,0.18881856866284,0.0367377614064163
"FBXO27","FBXO27","grey","grey",0.0751725369361168,0.0729883551967461,0.0278673863824485,0.0772933708365791,0.0662718759916903,0.067133613781004,0.057337000908039,0.0567487839708557,0.00968118250683151
"ACP7","ACP7","grey","grey",0.0837723688369555,0.0753471381391776,0.0509430397025979,0.0836229198523892,0.0625720491066878,0.0731742139254839,0.0631740095867547,0.0711498061379203,0.0204782522677165
"PAK4","PAK4","grey","grey",0.0912056220815765,0.0826212480176435,0.0463118906177305,0.0865243550040292,0.07557040766857,0.0779838725211328,0.0559127503222102,0.0702159801215215,0.0159976277974338
"SAMD4B","SAMD4B","oligo5","black",0.274666222192383,0.2898484899064,0.180160238099545,0.261061789553619,0.225564731525405,0.294176380320106,0.277235539647292,0.266273082982766,0.0378764746996258
